,model,prompt,Mutation,Code Difference
92,gpt-3.5-turbo,prompt1,5,0.19628964691801318
93,gpt-3.5-turbo,prompt1,5,0.12276906435911303
94,gpt-3.5-turbo,prompt1,5,0.3334968121628249
95,gpt-3.5-turbo,prompt1,5,0.072992700729927
96,gpt-3.5-turbo,prompt1,5,0.2283556072051133
97,gpt-3.5-turbo,prompt1,5,0.30473637176050045
98,gpt-3.5-turbo,prompt1,5,0.2389846743295019
99,gpt-3.5-turbo,prompt1,5,0.08958566629339305
100,gpt-3.5-turbo,prompt1,5,0.09971014492753623
101,gpt-3.5-turbo,prompt1,5,0.1661554192229039
102,gpt-3.5-turbo,prompt1,5,0.4742729306487696
103,gpt-3.5-turbo,prompt1,5,0.19928347514554412
104,gpt-3.5-turbo,prompt1,5,0.10150753768844221
105,gpt-3.5-turbo,prompt1,5,0.10105580693815988
106,gpt-3.5-turbo,prompt1,5,0.2849462365591398
107,gpt-3.5-turbo,prompt1,5,0.044209514656415184
108,gpt-3.5-turbo,prompt1,5,0.04143389199255121
109,gpt-3.5-turbo,prompt1,5,0.1863217886891714
110,gpt-3.5-turbo,prompt1,5,0.057855126999059266
111,gpt-3.5-turbo,prompt1,5,0.024987986544930323
112,gpt-3.5-turbo,prompt1,5,0.1027336860670194
113,gpt-3.5-turbo,prompt1,5,0.11536748329621381
114,gpt-3.5-turbo,prompt1,5,0.2490075784915193
115,gpt-3.5-turbo,prompt1,5,0.22632179535945227
116,gpt-3.5-turbo,prompt1,5,0.14373232799245994
117,gpt-3.5-turbo,prompt1,5,0.08967629046369203
118,gpt-3.5-turbo,prompt1,5,0.0913022585295531
119,gpt-3.5-turbo,prompt1,5,0.17320922703358965
120,gpt-3.5-turbo,prompt1,5,0.07785234899328859
121,gpt-3.5-turbo,prompt1,5,0.22058823529411764
122,gpt-3.5-turbo,prompt1,5,0.14327855035819637
123,gpt-3.5-turbo,prompt1,5,0.19680436477007016
124,gpt-3.5-turbo,prompt1,5,0.01702127659574468
125,gpt-3.5-turbo,prompt1,5,0.2132132132132132
126,gpt-3.5-turbo,prompt1,5,0.08607817303469477
127,gpt-3.5-turbo,prompt1,5,0.09757155247181266
128,gpt-3.5-turbo,prompt1,5,0.18707636692272933
129,gpt-3.5-turbo,prompt1,5,0.06588388780169602
130,gpt-3.5-turbo,prompt1,5,0.05615826419910657
131,gpt-3.5-turbo,prompt1,5,0.23319544984488108
132,gpt-3.5-turbo,prompt1,5,0.32807424593967516
133,gpt-3.5-turbo,prompt1,5,0.21166306695464362
134,gpt-3.5-turbo,prompt1,5,0.12522045855379188
135,gpt-3.5-turbo,prompt1,5,0.8846407382992749
136,gpt-3.5-turbo,prompt1,5,1.3731048121292024
137,gpt-3.5-turbo,prompt1,5,0.15095583388266315
138,gpt-3.5-turbo,prompt1,5,0.06035578144853875
139,gpt-3.5-turbo,prompt1,5,0.1752988047808765
140,gpt-3.5-turbo,prompt1,5,0.02193548387096774
141,gpt-3.5-turbo,prompt1,5,0.184846856528748
142,gpt-3.5-turbo,prompt1,5,0.10786106032906764
143,gpt-3.5-turbo,prompt1,5,0.06451612903225806
144,gpt-3.5-turbo,prompt1,5,0.075625
145,gpt-3.5-turbo,prompt1,5,0.2322198275862069
146,gpt-3.5-turbo,prompt1,5,0.05246720799500312
147,gpt-3.5-turbo,prompt1,5,0.07476038338658147
148,gpt-3.5-turbo,prompt1,5,0.11567821491485614
149,gpt-3.5-turbo,prompt1,5,0.05342551854179761
150,gpt-3.5-turbo,prompt1,5,0.22214897824653923
151,gpt-3.5-turbo,prompt1,5,0.0331421287444232
152,gpt-3.5-turbo,prompt1,5,0.023809523809523808
153,gpt-3.5-turbo,prompt1,5,0.0965391621129326
154,gpt-3.5-turbo,prompt1,5,1.0
155,gpt-3.5-turbo,prompt1,5,0.14347826086956522
156,gpt-3.5-turbo,prompt1,5,0.27878103837471785
157,gpt-3.5-turbo,prompt1,5,0.7557894736842106
158,gpt-3.5-turbo,prompt1,5,0.19325153374233128
159,gpt-3.5-turbo,prompt1,5,0.17573221757322174
160,gpt-3.5-turbo,prompt1,5,0.3516483516483517
161,gpt-3.5-turbo,prompt1,5,0.10869565217391304
162,gpt-3.5-turbo,prompt1,5,0.19052523171987643
163,gpt-3.5-turbo,prompt1,5,0.1280353200883002
164,gpt-3.5-turbo,prompt1,5,0.19222903885480572
165,gpt-3.5-turbo,prompt1,5,0.16118769883351008
166,gpt-3.5-turbo,prompt1,5,0.2537878787878788
167,gpt-3.5-turbo,prompt1,5,0.41420118343195267
168,gpt-3.5-turbo,prompt1,5,0.3598901098901099
169,gpt-3.5-turbo,prompt1,5,0.1480484522207268
170,gpt-3.5-turbo,prompt1,5,0.9337792642140468
171,gpt-3.5-turbo,prompt1,5,0.21217948717948718
172,gpt-3.5-turbo,prompt1,5,0.2291285801340646
173,gpt-3.5-turbo,prompt1,5,0.5350396099939062
174,gpt-3.5-turbo,prompt1,5,0.8016877637130801
175,gpt-3.5-turbo,prompt1,5,0.15765509391007398
176,gpt-3.5-turbo,prompt1,5,0.3692870201096892
177,gpt-3.5-turbo,prompt1,5,0.693519079345851
178,gpt-3.5-turbo,prompt1,5,0.7208752217622708
179,gpt-3.5-turbo,prompt1,5,0.1426332288401254
180,gpt-3.5-turbo,prompt1,5,0.22714227142271423
181,gpt-3.5-turbo,prompt1,5,0.017957927142124165
182,gpt-3.5-turbo,prompt1,5,0.07142857142857142
183,gpt-3.5-turbo,prompt1,5,0.6541274817136886
184,gpt-3.5-turbo,prompt1,5,0.5951280974380513
185,gpt-3.5-turbo,prompt1,5,0.9525409491810164
186,gpt-3.5-turbo,prompt1,5,0.07281931464174454
187,gpt-3.5-turbo,prompt1,5,0.47921041579168416
188,gpt-3.5-turbo,prompt1,5,0.02981940361192776
189,gpt-3.5-turbo,prompt1,5,0.21185038066865278
190,gpt-3.5-turbo,prompt1,5,0.07417582417582418
191,gpt-3.5-turbo,prompt1,5,0.08259359320725589
192,gpt-3.5-turbo,prompt1,5,0.07725155279503106
193,gpt-3.5-turbo,prompt1,10,0.24914821124361158
194,gpt-3.5-turbo,prompt1,10,0.04810238305383936
195,gpt-3.5-turbo,prompt1,10,1.5396383866481225
196,gpt-3.5-turbo,prompt1,10,0.14184397163120568
197,gpt-3.5-turbo,prompt1,10,0.13024193548387097
198,gpt-3.5-turbo,prompt1,10,0.15824782951854774
199,gpt-3.5-turbo,prompt1,10,0.2232252769798933
200,gpt-3.5-turbo,prompt1,10,1.1251538777185064
201,gpt-3.5-turbo,prompt1,10,0.10031720856463125
202,gpt-3.5-turbo,prompt1,10,1.1082474226804124
203,gpt-3.5-turbo,prompt1,10,0.15485387974470943
204,gpt-3.5-turbo,prompt1,10,0.10261058738216099
205,gpt-3.5-turbo,prompt1,10,0.15973047958779232
206,gpt-3.5-turbo,prompt1,10,1.0717399920729291
207,gpt-3.5-turbo,prompt1,10,0.057998483699772556
208,gpt-3.5-turbo,prompt1,10,0.1371973587674248
209,gpt-3.5-turbo,prompt1,10,1.1216805390408244
210,gpt-3.5-turbo,prompt1,10,0.17757009345794392
211,gpt-3.5-turbo,prompt1,10,0.09522058823529411
212,gpt-3.5-turbo,prompt1,10,0.11641359363702097
213,gpt-3.5-turbo,prompt1,10,0.25406262386048356
214,gpt-3.5-turbo,prompt1,10,0.894966309948474
215,gpt-3.5-turbo,prompt1,10,0.04337539432176656
216,gpt-3.5-turbo,prompt1,10,0.7776456599286563
217,gpt-3.5-turbo,prompt1,10,0.9956401109789933
218,gpt-3.5-turbo,prompt1,10,0.13054928517682468
219,gpt-3.5-turbo,prompt1,10,0.16265865063460253
220,gpt-3.5-turbo,prompt1,10,0.1153435386258455
221,gpt-3.5-turbo,prompt1,10,0.6714133143467426
222,gpt-3.5-turbo,prompt1,10,0.1366863905325444
223,gpt-3.5-turbo,prompt1,10,0.05639097744360902
224,gpt-3.5-turbo,prompt1,10,1.585978835978836
225,gpt-3.5-turbo,prompt1,10,0.05044136191677175
226,gpt-3.5-turbo,prompt1,10,0.052135678391959796
227,gpt-3.5-turbo,prompt1,10,1.0119346733668342
228,gpt-3.5-turbo,prompt1,10,0.503388786198398
229,gpt-3.5-turbo,prompt1,10,0.01821608040201005
230,gpt-3.5-turbo,prompt1,10,1.0439356435643565
231,gpt-3.5-turbo,prompt1,10,0.6739949748743719
232,gpt-3.5-turbo,prompt1,10,0.7641625615763546
233,gpt-3.5-turbo,prompt1,10,0.13542249580302182
234,gpt-3.5-turbo,prompt1,10,1.4020100502512562
235,gpt-3.5-turbo,prompt1,10,0.8404522613065326
236,gpt-3.5-turbo,prompt1,10,0.1906659077973819
237,gpt-3.5-turbo,prompt1,10,0.6541623843782117
238,gpt-3.5-turbo,prompt1,10,1.1695979899497488
239,gpt-3.5-turbo,prompt1,10,0.9089195979899497
240,gpt-3.5-turbo,prompt1,10,0.29588677576293676
241,gpt-3.5-turbo,prompt1,10,0.21614967996061055
242,gpt-3.5-turbo,prompt1,10,0.066429418742586
243,gpt-3.5-turbo,prompt1,10,0.7845477386934674
244,gpt-3.5-turbo,prompt1,10,1.2154522613065326
245,gpt-3.5-turbo,prompt1,10,1.521356783919598
246,gpt-3.5-turbo,prompt1,10,0.6111809045226131
247,gpt-3.5-turbo,prompt1,10,1.1074120603015076
248,gpt-3.5-turbo,prompt1,10,1.093505039193729
249,gpt-3.5-turbo,prompt1,10,0.1041548093340922
250,gpt-3.5-turbo,prompt1,10,0.052002390914524806
251,gpt-3.5-turbo,prompt1,10,1.2625628140703518
252,gpt-3.5-turbo,prompt1,10,0.571608040201005
253,gpt-3.5-turbo,prompt1,10,1.0433417085427135
254,gpt-3.5-turbo,prompt1,10,0.058049072411729505
255,gpt-3.5-turbo,prompt1,10,0.3234256926952141
256,gpt-3.5-turbo,prompt1,10,1.0307788944723617
257,gpt-3.5-turbo,prompt1,10,0.3957286432160804
258,gpt-3.5-turbo,prompt1,10,1.1003003003003002
259,gpt-3.5-turbo,prompt1,10,0.782035175879397
260,gpt-3.5-turbo,prompt1,10,0.7273869346733668
261,gpt-3.5-turbo,prompt1,10,0.9265075376884422
262,gpt-3.5-turbo,prompt1,10,0.585427135678392
263,gpt-3.5-turbo,prompt1,10,0.9440954773869347
264,gpt-3.5-turbo,prompt1,10,1.1576633165829147
265,gpt-3.5-turbo,prompt1,10,0.25409047160731474
266,gpt-3.5-turbo,prompt1,10,1.4597989949748744
267,gpt-3.5-turbo,prompt1,10,0.7776381909547738
268,gpt-3.5-turbo,prompt1,10,0.1527854384997242
269,gpt-3.5-turbo,prompt1,10,0.9117484831770546
270,gpt-3.5-turbo,prompt1,10,1.1003861003861004
271,gpt-3.5-turbo,prompt1,10,0.2706422018348624
272,gpt-3.5-turbo,prompt1,10,0.24668705402650357
273,gpt-3.5-turbo,prompt1,10,0.11793944871215545
274,gpt-3.5-turbo,prompt1,10,0.38328236493374107
275,gpt-3.5-turbo,prompt1,10,0.2964071856287425
276,gpt-3.5-turbo,prompt1,10,0.22700587084148727
277,gpt-3.5-turbo,prompt1,10,0.10193321616871705
278,gpt-3.5-turbo,prompt1,10,0.3974876626289816
279,gpt-3.5-turbo,prompt1,10,0.15350089766606823
280,gpt-3.5-turbo,prompt1,10,0.10965487112276102
281,gpt-3.5-turbo,prompt1,10,0.10781318201658664
282,gpt-3.5-turbo,prompt1,10,0.1965572457966373
283,gpt-3.5-turbo,prompt1,10,0.4064237183446572
284,gpt-3.5-turbo,prompt1,10,0.11017699115044248
285,gpt-3.5-turbo,prompt1,10,0.138353765323993
286,gpt-3.5-turbo,prompt1,10,0.07113163972286374
287,gpt-3.5-turbo,prompt1,10,0.15407597097737943
288,gpt-3.5-turbo,prompt1,10,0.11139134089953762
289,gpt-3.5-turbo,prompt1,10,0.2625139043381535
290,gpt-3.5-turbo,prompt1,10,0.110875106202209
291,gpt-3.5-turbo,prompt1,10,0.17768595041322313
292,gpt-3.5-turbo,prompt1,10,0.2932359723289777
293,gpt-3.5-turbo,prompt1,10,0.1864679822795006
294,gpt-3.5-turbo,prompt1,10,1.0503423278292388
295,gpt-3.5-turbo,prompt1,10,0.09123649459783914
296,gpt-3.5-turbo,prompt1,10,0.06301886792452831
297,gpt-3.5-turbo,prompt1,10,0.2414170927684441
298,gpt-3.5-turbo,prompt1,10,0.16794185156847743
299,gpt-3.5-turbo,prompt1,10,0.10834879406307978
300,gpt-3.5-turbo,prompt1,10,0.10522522522522522
301,gpt-3.5-turbo,prompt1,10,0.2923882400322191
302,gpt-3.5-turbo,prompt1,10,0.06467473524962178
303,gpt-3.5-turbo,prompt1,10,0.10886806056236481
304,gpt-3.5-turbo,prompt1,10,0.27983988355167394
305,gpt-3.5-turbo,prompt1,20,1.5989268947015425
306,gpt-3.5-turbo,prompt1,20,1.4500335345405768
307,gpt-3.5-turbo,prompt1,20,0.18692730604764812
308,gpt-3.5-turbo,prompt1,20,0.11565836298932385
309,gpt-3.5-turbo,prompt1,20,0.11835026897788405
310,gpt-3.5-turbo,prompt1,20,0.1265377855887522
311,gpt-3.5-turbo,prompt1,20,0.046094750320102434
312,gpt-3.5-turbo,prompt1,20,0.13414634146341464
313,gpt-3.5-turbo,prompt1,20,0.22625843279709393
314,gpt-3.5-turbo,prompt1,20,1.567404426559356
315,gpt-3.5-turbo,prompt1,20,0.1295971978984238
316,gpt-3.5-turbo,prompt1,20,1.5030181086519114
317,gpt-3.5-turbo,prompt1,20,0.23205902079141516
318,gpt-3.5-turbo,prompt1,20,0.12538226299694188
319,gpt-3.5-turbo,prompt1,20,0.0305591677503251
320,gpt-3.5-turbo,prompt1,20,0.1670391061452514
321,gpt-3.5-turbo,prompt1,20,0.40033407572383073
322,gpt-3.5-turbo,prompt1,20,0.09581564584596726
323,gpt-3.5-turbo,prompt1,20,0.1138938580799046
324,gpt-3.5-turbo,prompt1,20,0.3864406779661017
325,gpt-3.5-turbo,prompt1,20,0.06928838951310862
326,gpt-3.5-turbo,prompt1,20,1.5177733065057009
327,gpt-3.5-turbo,prompt1,20,0.10018105009052504
328,gpt-3.5-turbo,prompt1,20,0.9684775318578136
329,gpt-3.5-turbo,prompt1,20,0.1520979020979021
330,gpt-3.5-turbo,prompt1,20,0.23824786324786323
331,gpt-3.5-turbo,prompt1,20,0.16188870151770657
332,gpt-3.5-turbo,prompt1,20,1.3782696177062375
333,gpt-3.5-turbo,prompt1,20,0.10234798314268513
334,gpt-3.5-turbo,prompt1,20,0.10665068903535051
335,gpt-3.5-turbo,prompt1,20,0.16097838452787258
336,gpt-3.5-turbo,prompt1,20,0.248728094968909
337,gpt-3.5-turbo,prompt1,20,0.023575638506876228
338,gpt-3.5-turbo,prompt1,20,1.3487592219986586
339,gpt-3.5-turbo,prompt1,20,0.20442286947141317
340,gpt-3.5-turbo,prompt1,20,0.046094750320102434
341,gpt-3.5-turbo,prompt1,20,0.14754098360655737
342,gpt-3.5-turbo,prompt1,20,0.14610190300798034
343,gpt-3.5-turbo,prompt1,20,1.6391683433936954
344,gpt-3.5-turbo,prompt1,20,0.9842209072978304
345,gpt-3.5-turbo,prompt1,20,0.21972318339100347
346,gpt-3.5-turbo,prompt1,20,0.1918047079337402
347,gpt-3.5-turbo,prompt1,20,0.1861888111888112
348,gpt-3.5-turbo,prompt1,20,0.16043755697356427
349,gpt-3.5-turbo,prompt1,20,0.2923191648023863
350,gpt-3.5-turbo,prompt1,20,1.043720930232558
351,gpt-3.5-turbo,prompt1,20,0.12155745489078823
352,gpt-3.5-turbo,prompt1,20,0.19343696027633853
353,gpt-3.5-turbo,prompt1,20,0.4960380348652932
354,gpt-3.5-turbo,prompt1,20,0.24877650897226752
355,gpt-3.5-turbo,prompt1,20,0.6305290546400694
356,gpt-3.5-turbo,prompt1,20,0.23319502074688797
357,gpt-3.5-turbo,prompt1,20,0.08649173955296405
358,gpt-3.5-turbo,prompt1,20,0.1347248576850095
359,gpt-3.5-turbo,prompt1,20,1.0817120622568093
360,gpt-3.5-turbo,prompt1,20,0.15336322869955157
361,gpt-3.5-turbo,prompt1,20,0.9689991142604074
362,gpt-3.5-turbo,prompt1,20,0.15775401069518716
363,gpt-3.5-turbo,prompt1,20,0.28812056737588654
364,gpt-3.5-turbo,prompt1,20,0.2576853526220615
365,gpt-3.5-turbo,prompt1,20,0.19658119658119658
366,gpt-3.5-turbo,prompt1,20,0.5286916602907421
367,gpt-3.5-turbo,prompt1,20,1.0390625
368,gpt-3.5-turbo,prompt1,20,0.21153846153846154
369,gpt-3.5-turbo,prompt1,20,0.17881944444444445
370,gpt-3.5-turbo,prompt1,20,0.2017167381974249
371,gpt-3.5-turbo,prompt1,20,0.4622186495176849
372,gpt-3.5-turbo,prompt1,20,1.0708502024291497
373,gpt-3.5-turbo,prompt1,20,0.9765625
374,gpt-3.5-turbo,prompt1,20,0.25061626951520133
375,gpt-3.5-turbo,prompt1,20,0.41187384044526903
376,gpt-3.5-turbo,prompt1,20,0.18024263431542462
377,gpt-3.5-turbo,prompt1,20,0.123730378578024
378,gpt-3.5-turbo,prompt1,20,0.2777777777777778
379,gpt-3.5-turbo,prompt1,20,0.20497427101200685
380,gpt-3.5-turbo,prompt1,20,0.05964214711729622
381,gpt-3.5-turbo,prompt1,20,0.948695652173913
382,gpt-3.5-turbo,prompt1,20,0.22553897180762852
383,gpt-3.5-turbo,prompt1,20,0.24632670700086431
384,gpt-3.5-turbo,prompt1,20,0.13644859813084112
385,gpt-3.5-turbo,prompt1,20,0.9372509960159362
386,gpt-3.5-turbo,prompt1,20,0.42065009560229444
387,gpt-3.5-turbo,prompt1,20,0.4799651567944251
388,gpt-3.5-turbo,prompt1,20,0.15722120658135283
389,gpt-3.5-turbo,prompt1,20,0.24765157984628522
390,gpt-3.5-turbo,prompt1,20,0.3359605911330049
391,gpt-3.5-turbo,prompt1,20,0.16534040671971706
392,gpt-3.5-turbo,prompt1,20,0.25647668393782386
393,gpt-3.5-turbo,prompt1,20,0.9367660343270099
394,gpt-3.5-turbo,prompt1,20,0.9431500465983225
395,gpt-3.5-turbo,prompt1,20,0.21610169491525424
396,gpt-3.5-turbo,prompt1,20,0.27602523659305994
397,gpt-3.5-turbo,prompt1,20,0.05305305305305305
398,gpt-3.5-turbo,prompt1,20,0.2586054721977052
399,gpt-3.5-turbo,prompt1,20,0.11335254562920269
400,gpt-3.5-turbo,prompt1,20,0.8588957055214724
401,gpt-3.5-turbo,prompt1,20,0.3830798479087453
402,gpt-3.5-turbo,prompt1,20,0.36435218324982105
403,gpt-3.5-turbo,prompt1,20,0.6324417601380501
404,gpt-3.5-turbo,prompt1,20,0.08030112923462986
405,gpt-3.5-turbo,prompt1,20,0.10006138735420503
406,gpt-3.5-turbo,prompt1,20,0.7844067796610169
407,gpt-3.5-turbo,prompt1,20,0.3981937602627258
408,gpt-3.5-turbo,prompt1,20,0.3518062397372742
409,gpt-3.5-turbo,prompt1,20,0.17565276364869448
410,gpt-3.5-turbo,prompt1,20,0.06444099378881987
411,gpt-3.5-turbo,prompt1,20,0.36130047194546405
412,gpt-3.5-turbo,prompt1,20,0.11159737417943107
413,gpt-3.5-turbo,prompt1,20,0.3522975929978118
414,gpt-3.5-turbo,prompt1,20,1.2527352297592997
415,gpt-3.5-turbo,prompt1,20,0.10379029401346086
416,gpt-3.5-turbo,prompt1,20,1.1604668125455873
417,gpt-3.5-turbo,prompt1,20,0.17405266538214514
418,gpt-3.5-turbo,prompt1,20,0.05596330275229358
419,gpt-3.5-turbo,prompt1,20,0.21924050632911393
420,gpt-3.5-turbo,prompt1,20,0.05497861942577886
421,gpt-3.5-turbo,prompt1,20,0.15792838874680307
422,gpt-3.5-turbo,prompt1,20,0.03650990099009901
423,gpt-3.5-turbo,prompt1,20,0.4137161973794257
424,gpt-3.5-turbo,prompt1,20,0.13589178987102862
425,gpt-3.5-turbo,prompt1,20,0.7745664739884393
426,gpt-3.5-turbo,prompt1,20,0.14135254988913526
427,gpt-3.5-turbo,prompt1,20,0.32788248337028825
428,gpt-3.5-turbo,prompt1,20,0.033813747228381374
429,gpt-3.5-turbo,prompt1,20,0.9442904656319291
430,gpt-3.5-turbo,prompt1,20,0.14490826907737303
431,gpt-3.5-turbo,prompt1,20,0.07584722969338353
432,gpt-3.5-turbo,prompt1,20,0.05510968432316747
433,gpt-3.5-turbo,prompt1,20,0.33547351524879615
434,gpt-3.5-turbo,prompt1,20,0.2549417131272174
435,gpt-3.5-turbo,prompt1,20,0.1198501872659176
436,gpt-3.5-turbo,prompt1,20,0.16746923488496523
437,gpt-3.5-turbo,prompt1,20,0.2081326912787587
438,gpt-3.5-turbo,prompt1,20,0.07229813664596273
439,gpt-3.5-turbo,prompt1,20,0.1509620128268377
440,gpt-3.5-turbo,prompt1,20,1.1845906902086678
441,gpt-3.5-turbo,prompt1,20,0.10488505747126436
442,gpt-3.5-turbo,prompt1,20,0.20135100025980773
443,gpt-3.5-turbo,prompt1,20,1.1408486707566463
444,gpt-3.5-turbo,prompt1,20,0.05088550760788226
445,gpt-3.5-turbo,prompt1,20,0.02039255671679837
446,gpt-3.5-turbo,prompt1,20,1.214081579631073
447,gpt-3.5-turbo,prompt1,20,0.03335860500379075
448,gpt-3.5-turbo,prompt1,20,0.12133021564042608
449,gpt-3.5-turbo,prompt1,20,0.12134720158494304
450,gpt-3.5-turbo,prompt1,20,0.6643283969862301
451,gpt-3.5-turbo,prompt1,20,0.06879726762625031
452,gpt-3.5-turbo,prompt1,20,0.6360093530787218
453,gpt-3.5-turbo,prompt1,20,0.3777604572616264
454,gpt-3.5-turbo,prompt1,20,0.5643024162120032
455,gpt-3.5-turbo,prompt1,20,0.020642201834862386
456,gpt-3.5-turbo,prompt1,20,0.05279805352798053
457,gpt-3.5-turbo,prompt1,40,0.13725490196078433
458,gpt-3.5-turbo,prompt1,40,0.09111880046136102
459,gpt-3.5-turbo,prompt1,40,0.9469122426868906
460,gpt-3.5-turbo,prompt1,40,0.16657710908113918
461,gpt-3.5-turbo,prompt1,40,0.06109134045077105
462,gpt-3.5-turbo,prompt1,40,0.2242808386153096
463,gpt-3.5-turbo,prompt1,40,0.1676331049024776
464,gpt-3.5-turbo,prompt1,40,0.03194103194103194
465,gpt-3.5-turbo,prompt1,40,0.14642082429501085
466,gpt-3.5-turbo,prompt1,40,0.2719336534264513
